Tên xe,Hãng xe,Dòng xe,Loại xe,Dung tích xe,Xuất xứ,Năm đăng ký,Chính sách bảo hành,Giá,Tên cửa hàng,Địa chỉ,Đánh giá,Đang bán,Đã bán
Vespa Victoria 50cc bốc thăm trúng thưởng xe2024Tay gaMới21.800.000 đ1 tháng trước•Quận Tân Phú,Hãng xe:Victory,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:Dưới 50 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,21.800.000 đ,CỬA HÀNG XE MÁY PHƯỚC THỌ,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",4.8,58đang bán,486đã bán
Xả kho xe máy sh350 mới 100%2022Tay gaMới130.000.000 đ1 tháng trước•Quận Bình Thạnh,Hãng xe:Honda,Dòng xe:SH,Loại xe:Tay ga,Dung tích xe:Không biết rõ,Xuất xứ:Việt Nam,Năm đăng ký:2022,Chính sách bảo hành:Bảo hành hãng,130.000.000 đ,Thúy,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",5,9đang bán,6đã bán
Harley Breakout 2024 Màu Đặc Biệt2024Tay côn/MotoMới969.000.000 đ1 tháng trước•Thành phố Thủ Đức,Hãng xe:Harley Davidson,Dòng xe:Softail,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Thái Lan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,969.000.000 đ,Tùng Nguyễn Harley,"Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5,11đang bán,4đã bán
Wave  RSX 110 bs 92 xe rin nguyên chiếc2010Xe sốMới10.500.000 đ1 tháng trước•Quận Tân Phú,Hãng xe:Honda,Dòng xe:Wave,Loại xe:Xe số,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2010,Chính sách bảo hành:Bảo hành hãng,10.500.000 đ,Xe Máy Lâm 290,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",5,5đang bán,236đã bán
Nhà dự 1 cái thuộc xe winner 400k2018Tay côn/MotoMới1.000.000 đ1 tháng trước•Quận 12,Hãng xe:Honda,Dòng xe:Winner,Loại xe:Tay côn/Moto,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2018,Chính sách bảo hành:Bảo hành hãng,1.000.000 đ,Nguyen vẫn ba,"Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",3,2đang bán,16đã bán
xe REBEL 500 khuyến mãi2024Tay côn/MotoMới163.300.000 đ1 tháng trước•Quận 11,Hãng xe:Honda,Dòng xe:Rebel,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Thái Lan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,163.300.000 đ,Lê Thái,"Phường 13, Quận 11, Tp Hồ Chí Minh",4.9,1đang bán,1đã bán
Vespa 946 Dragon xe nhập Châu Âu2024Tay gaMới540.000.000 đ1 tháng trước•Quận 11,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,540.000.000 đ,Nguyễn Văn Tân 411,"Phường 11, Quận 11, Tp Hồ Chí Minh",4.8,70đang bán,13đã bán
Harley-Davidson SportGlide mẫu xe 2 trong 12023Tay côn/MotoMới699.000.000 đ1 tháng trước•Thành phố Thủ Đức,Hãng xe:Harley Davidson,Dòng xe:Softail,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Mỹ,Năm đăng ký:2023,Chính sách bảo hành:Bảo hành hãng,699.000.000 đ,Thiện Harley,"Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,10đang bán,6đã bán
+36HONDA REBEL 1100 Bản DCT 20242024Tay côn/MotoMới429.500.000 đ1 tháng trước•Quận 11Lương Thị Hồng Thắm5.01đã bán2đang bánBấm để hiện sốChat,Hãng xe:Honda,Dòng xe:Rebel,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,429.500.000 đ,Lương Thị Hồng Thắm,"Phường 13, Quận 11, Tp Hồ Chí Minh",5,2đang bán,1đã bán
2 đen` hậu sau yaz z2020Xe sốMới700.000 đ1 tháng trước•Thành phố Thủ Đức,Hãng xe:Yamaha,Dòng xe:YAZ,Loại xe:Xe số,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2020,Chính sách bảo hành:Bảo hành hãng,700.000 đ,Ha,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,1đang bán,0đã bán
"Xe mới , do không nhu cầu sử dụng,2024Xe sốMới16.500.000 đ2 tháng trước•Quận 6",Hãng xe:Hãng khác,Dòng xe:Dòng khác,Loại xe:Xe số,Dung tích xe:Dưới 50 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,16.500.000 đ,Seven,"Phường 6, Quận 6, Tp Hồ Chí Minh",,1đang bán,0đã bán
vision độ 3d độ đèn led audi2024Tay gaMới37.000.000 đ2 tháng trước•Huyện Củ Chi,Hãng xe:Honda,Dòng xe:Vision,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,37.000.000 đ,Cửa hàng Xe Máy Nhập Khẩu Củ Chi,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,9đang bán,0đã bán
Vario 125 nhập khẩu độ 3D Xanh Rêu2024Tay gaMới40.000.000 đ2 tháng trước•Huyện Củ Chi,Hãng xe:Honda,Dòng xe:Vario,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,40.000.000 đ,Cửa hàng Xe Máy Nhập Khẩu Củ Chi,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,9đang bán,0đã bán
+25exciter150 giá siêu tốt chính chủ còn uỷ quyền2016Xe sốMới18.500.000 đ2 tháng trước•Quận Tân Phúphan tài6đã bán1đang bánBấm để hiện sốChat,Hãng xe:Yamaha,Dòng xe:Exciter,Loại xe:Xe số,Dung tích xe:100 - 175 cc,Xuất xứ:Nhật Bản,Năm đăng ký:2016,Chính sách bảo hành:Bảo hành hãng,18.500.000 đ,phan tài,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,1đang bán,6đã bán
Vario 125 độ 3D nhập khẩu nguyên chiếc2024Tay gaMới40.000.000 đ2 tháng trước•Huyện Củ Chi,Hãng xe:Hãng khác,Dòng xe:Dòng khác,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,40.000.000 đ,Cửa hàng Xe Máy Nhập Khẩu Củ Chi,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,9đang bán,0đã bán
Xe vision độ 3D led audi2024Tay gaMới34.000.000 đ2 tháng trước•Huyện Củ Chi,Hãng xe:Honda,Dòng xe:Vision,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,34.000.000 đ,Cửa hàng Xe Máy Nhập Khẩu Củ Chi,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,9đang bán,0đã bán
Vision bản cao cấp Trắng Đen2024Tay gaMới34.000.000 đ2 tháng trước•Huyện Củ Chi,Hãng xe:Honda,Dòng xe:Vision,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,34.000.000 đ,Cửa hàng Xe Máy Nhập Khẩu Củ Chi,"Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",,9đang bán,0đã bán
Harley Low Rider S Giá Siêu Ưu Đãi !!!2024Tay côn/MotoMới599.000.000 đ2 tháng trước•Quận 7,Hãng xe:Harley Davidson,Dòng xe:Softail,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Thái Lan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,599.000.000 đ,Tùng Nguyễn Harley,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",5,11đang bán,4đã bán
Vespa Primavela Sprint đầy đủ màu.2024Tay gaMới1.000.000 đ2 tháng trước•Quận Tân Phú,Hãng xe:Piaggio,Dòng xe:Vespa,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,1.000.000 đ,Trung Khưu,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",4.8,1đang bán,20đã bán
💥 🦅 Harley-Davidson Road Glide 2024 ⚜️💥2024Tay côn/MotoMới1.449.900.000 đ2 tháng trước•Thành phố Thủ Đức,Hãng xe:Harley Davidson,Dòng xe:Touring,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Thái Lan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,1.449.900.000 đ,Tùng Nguyễn Harley,"Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5,11đang bán,4đã bán
SH350i giá tốt | Lãi suât chỉ 0.99%2023Tay gaMới49.900.000 đ2 tháng trước•Quận 8,Hãng xe:Honda,Dòng xe:SH,Loại xe:Tay ga,Dung tích xe:Trên 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2023,Chính sách bảo hành:Bảo hành hãng,49.900.000 đ,Hiếu Xe Trả Góp,"Phường 2, Quận 8, Tp Hồ Chí Minh",4.7,24đang bán,2đã bán
kẹt tiền  cần bán2008Tay gaMới10.500.000 đ2 tháng trước•Huyện Hóc Môn,Hãng xe:Honda,Dòng xe:Air Blade,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2008,Chính sách bảo hành:Bảo hành hãng,10.500.000 đ,Sơn,"Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",5,2đang bán,3đã bán
Fat Boy 114 - Biểu tượng của Harley-Davidson2024Tay côn/MotoMới909.000.000 đ2 tháng trước•Quận 7,Hãng xe:Harley Davidson,Dòng xe:Fat Boy,Loại xe:Tay côn/Moto,Dung tích xe:Trên 175 cc,Xuất xứ:Thái Lan,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,909.000.000 đ,Tùng Nguyễn Harley,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",5,11đang bán,4đã bán
Xe cũ cần thanh lý2010Xe sốMới8.000.000 đ2 tháng trước•Huyện Hóc Môn,Hãng xe:Honda,Dòng xe:Dream,Loại xe:Xe số,Dung tích xe:50 - 100 cc,Xuất xứ:Hàn Quốc,Năm đăng ký:2010,Chính sách bảo hành:Bảo hành hãng,8.000.000 đ,Thanh Cao,"Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",,1đang bán,0đã bán
Vespa Sprint iget ABS Xanh 4 2024 Siêu Mới New99%2024Tay gaMới75.000.000 đ3 tháng trước•Quận Tân Phú,Hãng xe:Piaggio,Dòng xe:LX,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,75.000.000 đ,Nguyễn Đăng Nhi,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",,2đang bán,1đã bán
Honda CB150x mới 100%2022Tay côn/MotoMới69.100.000 đ4 tháng trước•Quận 5,Hãng xe:Honda,Dòng xe:CB,Loại xe:Tay côn/Moto,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2022,Chính sách bảo hành:Bảo hành hãng,69.100.000 đ,Lê Hoàng Khôi,"Phường 2, Quận 5, Tp Hồ Chí Minh",,1đang bán,0đã bán
"Lead 4val ABS | Trả trước 5tr | lãi suất chỉ 0,79%2024Tay gaMới4.999.999 đ1 tuần trước•Quận 11",Hãng xe:Honda,Dòng xe:Lead,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,4.999.999 đ,Hiếu Xe Trả Góp,"Phường 5, Quận 11, Tp Hồ Chí Minh",4.7,24đang bán,2đã bán
VARIO150 HOT MỚI 100% 2020 - BS VIP 99955 - GÓP2020Tay gaMới68.000.000 đ3 tuần trước•Quận 7,Hãng xe:Honda,Dòng xe:Vario,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2020,Chính sách bảo hành:Bảo hành hãng,68.000.000 đ,XE MÁY NGUYỄN MINH SƠN,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",4.6,102đang bán,204đã bán
Honda Scoopy 110 2024 Smartkey2024Tay gaMới41.500.000 đ4 tuần trước•Quận 8,Hãng xe:Honda,Dòng xe:Scoopy,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Nước khác,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,41.500.000 đ,Cửa hàng xe máy Bảo chuyên Vario trả góp,"Phường 2, Quận 8, Tp Hồ Chí Minh",4.3,0đang bán,106đã bán
AirBlade (8/2024) 4val Biển Tphcm Chính chủ2024Tay gaMới40.800.000 đ4 tuần trước•Quận 11,Hãng xe:Honda,Dòng xe:Air Blade,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2024,Chính sách bảo hành:Bảo hành hãng,40.800.000 đ,Đầm sen 3839,"Phường 3, Quận 11, Tp Hồ Chí Minh",4.5,0đang bán,0đã bán
Mio nhỏ rin nguyên đầu chưa rớt  bs 47 chính chủ2006Tay gaMới8.700.000 đ1 tháng trước•Quận Tân Phú,Hãng xe:Yamaha,Dòng xe:Mio,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2006,Chính sách bảo hành:Bảo hành hãng,8.700.000 đ,Xe Máy Lâm 290,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",5,5đang bán,236đã bán
Yamaha Luvias biển số thành phố xe đẹp2015Tay gaMới13.800.000 đ1 tháng trước•Quận Tân Phú,Hãng xe:Yamaha,Dòng xe:Luvias,Loại xe:Tay ga,Dung tích xe:100 - 175 cc,Xuất xứ:Việt Nam,Năm đăng ký:2015,Chính sách bảo hành:Bảo hành hãng,13.800.000 đ,Xe Máy Lâm 290,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",5,5đang bán,236đã bán
